N_unmapped	3832428	3832428	3832428
N_multimapping	4479911	4479911	4479911
N_noFeature	3680039	66139870	3890387
N_ambiguous	2687244	16916	884097
ENSMUSG00000102693.2	0	0	0
ENSMUSG00000064842.3	0	0	0
ENSMUSG00000051951.6	35	0	35
ENSMUSG00000102851.2	0	0	0
ENSMUSG00000103377.2	0	0	0
ENSMUSG00000104017.2	0	0	0
ENSMUSG00000103025.2	0	0	0
ENSMUSG00000089699.2	0	0	0
ENSMUSG00000103201.2	0	0	0
ENSMUSG00000103147.2	0	0	0
ENSMUSG00000103161.2	3	0	3
ENSMUSG00000102331.2	3	0	3
ENSMUSG00000102348.2	0	0	0
ENSMUSG00000102592.2	0	0	0
ENSMUSG00000088333.4	0	0	0
ENSMUSG00000102343.2	0	0	0
ENSMUSG00000025900.14	1	0	1
ENSMUSG00000102948.2	0	0	0
ENSMUSG00000104123.2	0	0	0
ENSMUSG00000025902.14	5	0	5
ENSMUSG00000104238.2	0	0	0
ENSMUSG00000102269.2	2	0	2
ENSMUSG00000118917.1	0	0	0
ENSMUSG00000103003.2	0	0	0
ENSMUSG00000104328.2	4	0	4
ENSMUSG00000102735.2	0	0	0
ENSMUSG00000098104.2	1	0	1
ENSMUSG00000102175.2	0	0	0
ENSMUSG00002075947.1	0	0	0
ENSMUSG00000103265.2	6	0	6
ENSMUSG00000103922.2	14	0	14
ENSMUSG00000033845.14	1194	1	1193
ENSMUSG00000102275.2	1	0	1
ENSMUSG00000025903.15	1730	1	1729
ENSMUSG00000104217.2	0	0	0
ENSMUSG00000033813.16	1601	5	1596
ENSMUSG00000062588.5	2	2	0
ENSMUSG00000103280.2	18	8	10
ENSMUSG00000002459.18	72	0	72
ENSMUSG00000091305.2	0	0	0
ENSMUSG00000102653.2	0	0	0
ENSMUSG00000085623.2	0	0	0
ENSMUSG00000091665.2	0	0	0
ENSMUSG00000033793.13	2718	0	2718
ENSMUSG00000104352.2	0	0	0
ENSMUSG00000104046.2	0	0	0
ENSMUSG00000102907.2	0	0	0
ENSMUSG00000025905.15	0	0	0
ENSMUSG00000103936.2	0	0	0
ENSMUSG00002076544.1	0	0	0
ENSMUSG00000103519.2	0	0	0
ENSMUSG00000033774.5	0	0	0
ENSMUSG00000103090.2	0	0	0
ENSMUSG00000025907.15	3932	1	4044
ENSMUSG00000090031.3	35	113	35
ENSMUSG00000087247.4	0	0	0
ENSMUSG00000103355.2	0	0	0
ENSMUSG00000102706.2	0	0	0
ENSMUSG00000103845.2	0	0	0
ENSMUSG00000033740.18	5	0	5
ENSMUSG00000103329.3	0	0	0
ENSMUSG00000104385.2	0	0	0
ENSMUSG00000102135.2	7	0	7
ENSMUSG00000103282.2	0	0	0
ENSMUSG00000102534.2	0	0	0
ENSMUSG00000102213.2	0	0	0
ENSMUSG00000103629.2	0	0	0
ENSMUSG00000051285.18	3191	1	3190
ENSMUSG00000098201.2	0	0	0
ENSMUSG00000103509.2	40	0	40
ENSMUSG00000048538.8	0	0	0
ENSMUSG00000103709.2	0	0	0
ENSMUSG00000077244.3	0	0	0
ENSMUSG00000102768.2	0	0	0
ENSMUSG00000097797.7	0	0	0
ENSMUSG00000103498.2	0	0	0
ENSMUSG00000103067.2	0	0	0
ENSMUSG00000102320.2	0	0	0
ENSMUSG00000104226.2	0	0	0
ENSMUSG00000103903.2	0	0	0
ENSMUSG00000103557.2	0	0	0
ENSMUSG00000025909.17	98	2	96
ENSMUSG00000102647.2	0	0	0
ENSMUSG00000086235.2	0	0	0
ENSMUSG00000102253.2	2	0	2
ENSMUSG00002074990.1	0	0	0
ENSMUSG00000103884.2	0	0	0
ENSMUSG00000084353.2	0	0	0
ENSMUSG00000103933.2	4	0	4
ENSMUSG00002075967.1	0	0	0
ENSMUSG00000086195.2	0	0	0
ENSMUSG00000104504.2	0	0	0
ENSMUSG00000066693.3	0	0	0
ENSMUSG00000102316.2	6	0	6
ENSMUSG00000103819.2	0	0	0
ENSMUSG00000102871.2	0	0	0
ENSMUSG00000101571.3	0	0	0
ENSMUSG00000104428.2	0	0	0
ENSMUSG00000102272.2	0	0	0
ENSMUSG00000065625.3	0	0	0
ENSMUSG00000103411.2	6	0	6
ENSMUSG00000061024.9	1354	16	1338
ENSMUSG00000025911.15	327	37	398
ENSMUSG00000079671.9	101	89	123
ENSMUSG00000081441.4	1	0	1
ENSMUSG00000067879.4	7	3	7
ENSMUSG00000099827.2	0	0	0
ENSMUSG00000025912.17	193	0	193
ENSMUSG00000045210.9	1797	1	2030
ENSMUSG00000097893.9	0	234	0
ENSMUSG00000025915.15	666	0	666
ENSMUSG00000046334.5	6	0	6
ENSMUSG00002075801.1	0	0	0
ENSMUSG00000046101.17	17	39	10
ENSMUSG00000098234.8	723	1	754
ENSMUSG00000093178.3	9	0	9
ENSMUSG00000099032.3	331	3	377
ENSMUSG00000104025.2	7	46	10
ENSMUSG00000025916.11	0	0	0
ENSMUSG00000087199.2	0	0	0
ENSMUSG00000119658.1	0	0	0
ENSMUSG00000025917.10	2446	0	2464
ENSMUSG00000056763.17	1257	40	1235
ENSMUSG00000102356.2	1	1	0
ENSMUSG00000067851.12	3745	3	3742
ENSMUSG00002076532.1	0	0	0
ENSMUSG00000102556.2	3	0	3
ENSMUSG00000042501.13	0	0	0
ENSMUSG00000103810.2	0	0	0
ENSMUSG00000083422.2	1	0	1
ENSMUSG00000119312.1	0	0	0
ENSMUSG00000081417.2	0	0	0
ENSMUSG00000103448.2	0	0	0
ENSMUSG00000100212.2	0	0	0
ENSMUSG00000100648.2	1	0	1
ENSMUSG00002076499.1	0	0	0
ENSMUSG00000048960.14	353	0	353
ENSMUSG00000077318.3	0	0	0
ENSMUSG00000101827.2	0	0	0
ENSMUSG00000103494.2	0	0	0
ENSMUSG00000057715.14	2	2	0
ENSMUSG00000103825.2	0	0	0
ENSMUSG00000099845.2	0	0	0
ENSMUSG00000103561.2	0	0	0
ENSMUSG00000101610.2	0	0	0
ENSMUSG00000118923.1	0	0	0
ENSMUSG00000098555.3	0	0	0
ENSMUSG00000097628.2	1	0	1
ENSMUSG00000098163.2	0	0	0
ENSMUSG00000097171.2	0	0	0
ENSMUSG00000101314.2	0	0	0
ENSMUSG00000016918.16	36868	21	36847
ENSMUSG00000025938.17	218	26	192
ENSMUSG00000104518.2	0	0	0
ENSMUSG00000069620.7	0	0	0
ENSMUSG00000099498.2	0	0	0
ENSMUSG00000042414.8	0	0	0
ENSMUSG00000005886.15	3722	10	3712
ENSMUSG00000103506.2	14	0	14
ENSMUSG00000103495.2	7	0	7
ENSMUSG00002076346.1	3	3	0
ENSMUSG00000102639.2	3	0	3
ENSMUSG00000104170.2	8	0	8
ENSMUSG00000087782.3	0	0	0
ENSMUSG00000103085.2	26	0	26
ENSMUSG00000102664.2	6	0	6
ENSMUSG00000101476.2	0	0	0
ENSMUSG00000101171.2	2	0	2
ENSMUSG00000025935.11	9943	7	9936
ENSMUSG00000025937.7	1013	3	1010
ENSMUSG00000102982.2	4	0	4
ENSMUSG00000067813.4	0	0	0
ENSMUSG00000077368.3	0	0	0
ENSMUSG00000097711.2	0	0	0
ENSMUSG00000102166.2	0	0	0
ENSMUSG00002075174.1	0	0	0
ENSMUSG00000104209.2	0	0	0
ENSMUSG00000025932.15	15	0	15
ENSMUSG00002075819.1	0	0	0
ENSMUSG00000102588.2	0	0	0
ENSMUSG00000054493.3	99	179	141
ENSMUSG00000025930.7	418	45	594
ENSMUSG00000103492.2	18	0	18
ENSMUSG00000081201.2	0	0	0
ENSMUSG00000082193.2	4	0	4
ENSMUSG00000032769.6	0	0	0
ENSMUSG00000088159.3	0	0	0
ENSMUSG00000073737.4	0	0	0
ENSMUSG00000092083.5	1	0	1
ENSMUSG00000102937.2	0	0	0
ENSMUSG00000104149.2	0	0	0
ENSMUSG00000088829.3	0	0	0
ENSMUSG00000077377.3	0	0	0
ENSMUSG00000101652.2	0	0	0
ENSMUSG00000100814.2	0	0	0
ENSMUSG00000025925.15	511	2	509
ENSMUSG00000104379.2	13	59	8
ENSMUSG00000032719.5	25	6	73
ENSMUSG00002076565.1	0	0	0
ENSMUSG00000100652.2	3	0	3
ENSMUSG00000067795.14	2	0	2
ENSMUSG00000043716.14	28549	8	28541
ENSMUSG00000025921.8	3516	4	3512
ENSMUSG00000104165.2	0	0	0
ENSMUSG00000100868.2	0	1	0
ENSMUSG00000025920.20	921	0	922
ENSMUSG00000089982.8	0	0	0
ENSMUSG00000025939.20	2859	0	3014
ENSMUSG00000102457.2	33	163	25
ENSMUSG00000079658.10	2713	0	2713
ENSMUSG00000097744.2	0	0	0
ENSMUSG00000100959.2	0	0	0
ENSMUSG00000025940.7	1293	0	1293
ENSMUSG00000025779.11	331	0	331
ENSMUSG00000100093.2	0	0	0
ENSMUSG00000091020.4	1	1	0
ENSMUSG00000101640.2	0	5	0
ENSMUSG00000104133.2	0	0	0
ENSMUSG00000042686.6	168	0	173
ENSMUSG00000100110.2	0	0	0
ENSMUSG00000025777.9	30	0	30
ENSMUSG00000099899.2	0	0	0
ENSMUSG00000100272.2	0	0	0
ENSMUSG00000100398.2	0	0	0
ENSMUSG00000101589.2	2	0	2
ENSMUSG00000102048.2	0	0	0
ENSMUSG00000089534.3	0	0	0
ENSMUSG00000067780.4	4837	5	5043
ENSMUSG00000100053.2	29	211	29
ENSMUSG00000085125.8	17	178	22
ENSMUSG00000025776.14	3225	7	3401
ENSMUSG00000099895.2	0	0	0
ENSMUSG00000100554.2	0	0	0
ENSMUSG00000099473.2	0	0	0
ENSMUSG00000099591.2	0	0	0
ENSMUSG00000109887.2	0	0	0
ENSMUSG00000102001.2	0	0	0
ENSMUSG00000101717.3	0	0	0
ENSMUSG00000025774.15	0	0	0
ENSMUSG00000070977.5	0	0	0
ENSMUSG00000073735.2	0	0	0
ENSMUSG00000067773.7	0	0	0
ENSMUSG00000101685.2	0	0	0
ENSMUSG00000101306.2	0	0	0
ENSMUSG00000088800.4	0	0	0
ENSMUSG00000101644.2	0	0	0
ENSMUSG00000099433.2	0	0	0
ENSMUSG00000089787.3	0	0	0
ENSMUSG00000042596.8	0	0	0
ENSMUSG00000100720.2	2	0	2
