"","NEG1","NEG2","NEG3","NEG4","POS1","POS2","POS3","POS4"
"Gm29681",1.25901190647441,5.35929309094258,5.00180452301787,1.13963960772347,0,0,0,0.672809609247692
"Auts2",2851.66196816454,4002.32008031592,4024.45191922018,3671.91881608503,3912.09425912314,3560.05748168235,3215.65635918682,3761.0057156946
"Gm42589",0,0,0,0,0,0,3.50098678191271,2.01842882774307
"Gm42588",0,3.21557585456555,0,1.13963960772347,1.12287435680917,0,0.875246695478176,2.69123843699077
"Gm42591",0,0,0,1.13963960772347,0,0,0.875246695478176,0
"Gm43483",1.25901190647441,0,2.00072180920715,3.41891882317042,2.24574871361833,0,0.875246695478176,5.38247687398153
"Gm42443",3.77703571942323,1.07185861818852,0,0,8.98299485447333,0.923012051252879,0,2.01842882774307
"Gm42442",6.29505953237205,2.14371723637703,3.00108271381072,3.41891882317042,1.12287435680917,1.84602410250576,5.25148017286906,0.672809609247692
"C230071H17Rik",1.25901190647441,5.35929309094258,0,4.55855843089389,3.3686230704275,2.76903615375864,0.875246695478176,0.672809609247692
"Gm42441",0,1.07185861818852,0,0,0,0,0.875246695478176,0.672809609247692
"Gm42440",0,2.14371723637703,0,6.83783764634083,2.24574871361833,0,2.62574008643453,0.672809609247692
"Gm42439",0,0,0,1.13963960772347,0,0,0.875246695478176,0
"Gm42438",0,1.07185861818852,2.00072180920715,0,2.24574871361833,0,0,2.69123843699077
"Gm42991",6.29505953237205,9.64672756369664,2.00072180920715,3.41891882317042,4.49149742723667,0,0,8.0737153109723
"Gm42992",13.8491309712185,16.0778792728277,5.00180452301787,10.2567564695112,3.3686230704275,0,0,6.72809609247692
"2610011E03Rik",2.51802381294882,8.57486894550812,0,1.13963960772347,4.49149742723667,0,1.75049339095635,0.672809609247692
"Gm42993",11.3311071582697,16.0778792728277,5.00180452301787,3.41891882317042,8.98299485447333,0.923012051252879,9.62771365025994,5.38247687398153
"Gm42995",0,2.14371723637703,1.00036090460357,0,0,0,1.75049339095635,0.672809609247692
"Gm42996",1.25901190647441,1.07185861818852,1.00036090460357,1.13963960772347,3.3686230704275,0,0.875246695478176,2.01842882774307
"Gm42989",2.51802381294882,2.14371723637703,0,1.13963960772347,1.12287435680917,5.53807230751727,0,0
"Gm43019",0,6.43115170913109,3.00108271381072,0,1.12287435680917,2.76903615375864,0,4.03685765548615
"Gm43018",3.77703571942323,1.07185861818852,0,0,4.49149742723667,0.923012051252879,1.75049339095635,1.34561921849538
"Gm43187",3.77703571942323,9.64672756369664,0,1.13963960772347,2.24574871361833,0,3.50098678191271,1.34561921849538
"Gm43188",5.03604762589764,1.07185861818852,0,0,3.3686230704275,0,0,1.34561921849538
"Gm43186",0,1.07185861818852,0,2.27927921544694,0,1.84602410250576,0,0.672809609247692
"Gm10051",10.0720952517953,8.57486894550812,9.00324814143216,6.83783764634083,10.1058692112825,28.6133735888393,21.0059206914762,9.41933452946768
"Gm7902",0,2.14371723637703,10.0036090460357,7.9774772540643,14.5973666385192,9.23012051252879,4.37623347739088,17.49304984044
"Gm2404",0,0,2.00072180920715,0,1.12287435680917,0,0,0
"1700030N18Rik",0,0,0,0,0,0,0.875246695478176,0
"Gm15627",0,0,5.00180452301787,0,0,0,0,0
"Castor2",4060.31339837997,5813.76114505451,6391.30581951223,5853.18902526775,6026.4666729948,5267.62977650018,4745.58758288267,6234.25383928911
"Rcc1l",997.137429927733,1289.44591768078,1125.40601767902,1078.0990689064,1074.59075946637,1319.90723329162,913.757550079216,1019.30655801025
"B230377A18Rik",31.4752976618603,42.8743447275406,43.0155188979537,36.4684674471511,58.3894665540767,60.91879538269,37.6356079055616,45.0782438195953
"Gtf2ird2",550.188203129317,682.773939786084,646.233144373909,608.567550524334,647.898503878889,581.497592289314,533.900484241688,621.003269335619
"Ncf1",57.9145476978229,55.7366481458028,63.0227369900251,85.4729705792604,165.062530450948,66.4568676902073,216.18593378311,42.3870053826046
"Gtf2i",9519.38902485302,10387.3818688649,11094.0024320536,11065.9005909949,10099.1319651416,9553.1747304673,10025.075650007,10689.5990717273
"Gm43481",127.160202553915,159.706934110089,131.047278503068,92.3108082256012,114.533184394535,49.8426507676555,102.403863370947,134.561921849538
"Gm43480",0,0,0,0,0,0,0.875246695478176,0.672809609247692
"Gtf2ird1",1466.74887104269,1532.75782400958,2018.72830549001,2005.76570959331,1778.63298118572,1396.51723354561,1708.4815495734,1710.28202670763
"Gm42882",1.25901190647441,0,0,0,0,0,0,0
"Gm16020",0,0,1.00036090460357,0,1.12287435680917,0.923012051252879,0.875246695478176,1.34561921849538
"Gm42885",7.55407143884646,6.43115170913109,8.00288723682859,7.9774772540643,6.737246140855,4.6150602562644,14.879193823129,5.38247687398153
"Clip2",6879.24105697618,7195.3869038995,7330.64470893499,6567.74305931037,7004.49023777558,7052.73508362325,6235.25745858653,6880.15106416689
"2700029L08Rik",5.03604762589764,5.35929309094258,4.00144361841429,5.69819803861736,7.86012049766417,11.0761446150345,8.75246695478176,10.7649537479631
"Gm42884",7.55407143884646,12.8623034182622,14.00505266445,11.3963960772347,17.9659897089467,13.8451807687932,2.62574008643453,10.0921441387154
"Syna",13.8491309712185,8.57486894550812,14.00505266445,9.11711686178777,3.3686230704275,13.8451807687932,3.50098678191271,15.4746210126969
"Rfc2",1600.20413312898,1722.47679942894,1571.56698113221,1530.53599317262,1602.34170716668,1851.56217481328,1521.17875674107,1493.63733252988
"Lat2",41.5473929136555,64.3115170913109,32.0115489473144,41.027025878045,64.0038383381225,42.4585543576324,80.5226959839922,23.5483363236692
"Eif4h",14871.4486392757,15397.249050278,15822.7084281147,13935.5131232426,15090.3084811584,17520.6147568822,14083.5945769393,14102.0894098316
"Limk1",3769.48164798438,4234.91340046282,4711.69986068283,4449.15302855243,4409.5275991896,4960.26676343297,3654.15495362139,4470.14704384166
"Gm10369",103.238976330902,52.5210722912372,42.0151579933501,55.8423407784501,44.9149742723667,42.4585543576324,53.3900484241688,35.6589092901277
"Eln",144407.406660708,136446.53023678,130367.033087938,112948.541881866,102102.965264658,138637.333110234,143872.176556007,132188.922357722
"Gm30003",7.55407143884646,13.9341620364507,12.0043308552429,7.9774772540643,11.2287435680917,25.8443374350806,21.8811673869544,10.7649537479631
"Tmem270",5.03604762589764,0,1.00036090460357,0,0,0,0,0.672809609247692
"Gm50473",0,0,0,0,0,0,0.875246695478176,0
"Gm50474",0,1.07185861818852,0,1.13963960772347,0,0,0,0
"9030607J07Rik",7.55407143884646,2.14371723637703,2.00072180920715,3.41891882317042,1.12287435680917,2.76903615375864,1.75049339095635,2.01842882774307
"Mettl27",846.056001150804,479.120802330266,456.16457249923,529.932417591414,482.835973427942,428.277591781336,657.31026830411,400.321717502376
"Cldn4",0,0,22.0079399012786,43.3063050934919,311.036196836139,559.345303059245,28.0078942553016,157.43744856396
"Cldn3",163.671547841673,96.4672756369664,85.0306768913038,75.2162141097491,252.646730282063,211.369759736909,98.9028765890339,61.8984840507876
"Wbscr25",1.25901190647441,0,0,0,0,0.923012051252879,2.62574008643453,0
"Gm43372",11.3311071582697,5.35929309094258,6.00216542762144,17.0945941158521,6.737246140855,7.38409641002303,2.62574008643453,13.4561921849538
"Abhd11",1437.79159719378,1626.00952379198,1523.54965771124,1456.4594186706,1506.8973868379,1897.71277737592,1354.88188460022,1305.25064194052
"Abhd11os",118.347119208595,163.994368582843,115.041504029411,135.617113319093,140.359294601146,170.757229481783,98.0276298935558,116.396062399851
