"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Ric3",122.818992733086,-3.06543717932578e-06,0.00144267930161337,0.385622853987459,0.999901117806217
"Lmo1",161.302257046066,-2.73220982533612e-06,0.00144267071449861,0.523544434569818,0.999901117806217
"Stk33",19.1504683812414,-2.33044015434113e-06,0.00144268747760754,0.347142611660075,0.999901117806217
"1700095J03Rik",9.7428461011442,-1.63254452164945e-07,0.00144269056278695,0.926206172323864,0.999901117806217
"Trim66",104.284281120509,-6.43797106747681e-06,0.00144268037933176,0.105206414039789,0.999901117806217
"Rpl27a",7368.85934052152,-1.89553345712514e-06,0.00144266340454373,0.692466117949001,0.999901117806217
"Gm24888",4.77552135640658,-3.97233275446709e-07,0.00144269385215709,0.669470910719196,0.999901117806217
"Denn2b",6359.644919783,1.98814662946228e-06,0.00144261253804562,0.798857192825045,0.999901117806217
"Akip1",732.51983785766,-8.02672939267408e-06,0.00144261005983305,0.334560668993013,0.999901117806217
"Ascl3",6.49281580458215,-1.36817613973713e-07,0.00144269247452478,0.917952953233254,0.999901117806217
"Tmem9b",3917.95225525445,-1.32548041962757e-06,0.0014425829457429,0.881824414886662,0.999901117806217
"4930431P19Rik",24.8055247849076,1.22740517021627e-06,0.00144268468151738,0.658950417104451,0.999901117806217
"Nrip3",12.6789604394972,-9.53647753630498e-07,0.00144269188299314,0.537097700653313,0.999901117806217
"Scube2",244.969596534196,-1.43244459228465e-06,0.00144266006314088,0.775457656902673,0.999901117806217
"Dennd5a",15697.5670167491,2.41953537950807e-06,0.00144260497927629,0.766814432150274,0.999901117806217
"Tmem41b",1202.3146086883,1.34460540868315e-05,0.00144259620962975,0.395510921822013,0.999901117806217
"Ipo7",6681.1072183207,5.91291256865227e-06,0.00144260797445261,0.471812575534439,0.999901117806217
"Snora23",8.72278330160735,3.46510240036378e-07,0.00144269148991354,0.830601254029508,0.999901117806217
"AA474408",6.38665220154385,3.26975287366961e-08,0.00144269298516704,0.98056968408523,0.999901117806217
"Zfp143",829.707797961586,-5.73141617879231e-06,0.0014426309898593,0.417257297238701,0.999901117806217
"Wee1",903.322014465985,7.11561056773451e-07,0.00144266341252918,0.883824127076125,0.999901117806217
"Swap70",3398.73734295356,-8.72689460633334e-06,0.00144262091052356,0.271014268048235,0.999901117806217
"Sbf2",6621.67920936158,4.4340050744749e-06,0.00144264589948476,0.473331166308165,0.999901117806217
"Gm28863",2.94316604087323,-6.42919337117613e-07,0.0014426941145583,0.455241722398483,0.999901117806217
"Adm",4237.65680038447,-5.80062658807966e-06,0.00144266419347437,0.258878129564883,0.999901117806217
"Gm21123",9.58246582488289,-5.40228635843588e-07,0.00144269130664987,0.743254233116844,0.999901117806217
"B430319F04Rik",3.47644745234702,3.23098743230597e-08,0.00144269365294485,0.975808638911155,0.999901117806217
"Ampd3",2027.83400826034,6.14086553904899e-06,0.00144264249782662,0.348103800032553,0.999901117806217
"Rnf141",1102.89093751073,1.33748407011171e-06,0.00144258253576836,0.883171919567136,0.999901117806217
"Lyve1",172.273966373512,-3.18205790955537e-06,0.00144267629313418,0.406137615793092,0.999901117806217
"Irag1",1546.88094330744,5.1367353315127e-08,0.00144265141316744,0.994313363513948,0.999901117806217
"Ctr9",3126.10675875524,1.26048581824195e-06,0.00144259734373249,0.882857977746945,0.999901117806217
"Eif4g2",65789.9321479187,7.41226977731721e-06,0.00144257914157463,0.438051185145895,0.999901117806217
"Gm23262",4.61052683594781,2.33664490032755e-07,0.00144269381596065,0.806642668125215,0.999901117806217
"1700012D14Rik",41.4427660812865,-1.47668075293079e-06,0.00144268566296285,0.577254113239301,0.999901117806217
"Gm45378",2.48213786963531,-5.87097809195117e-07,0.00144269419435788,0.469269658114695,0.999901117806217
"Galnt18",656.527996869433,1.06670194719137e-05,0.00144265683006174,0.0997461897858807,0.999901117806217
"Usp47",7297.42981973612,-6.77894294781319e-07,0.00144259154825239,0.93644089942763,0.999901117806217
"Dkk3",14162.1162673071,3.06686585422793e-06,0.00144255602963954,0.761922676145487,0.999901117806217
"Mical2",7242.90150151325,2.46261188832965e-06,0.00144265807646358,0.63967951777335,0.999901117806217
"Parva",18387.199695151,-6.56649557758032e-06,0.00144255989791768,0.516548849501663,0.999901117806217
"Parvaos",73.3932708762477,-4.8511354152965e-07,0.00144266944449388,0.90837318786663,0.999901117806217
"2310014F06Rik",42.1629812480001,7.5822340761116e-07,0.00144268149034261,0.810043060799615,0.999901117806217
"Tead1",9081.02604370313,-2.83313845350876e-06,0.00144264160938729,0.650719357069628,0.999901117806217
"Rassf10",5.01592840059037,2.19250684646027e-06,0.00144269413234179,0.0551854072058213,0.999901117806217
"Arntl",5046.6913133921,1.6552893782807e-06,0.00144260982522857,0.834387822272125,0.999901117806217
"Btbd10",1982.51028459783,2.09574451421998e-05,0.00144258596262013,0.400641299900289,0.999901117806217
"Gm15994",3.72905406832693,-4.26676117115942e-07,0.00144269371773767,0.66404385849901,0.999901117806217
"Far1",7693.41150602119,8.57403056762337e-06,0.00144260456316015,0.321382903715576,0.999901117806217
"Spon1",26789.0460457153,1.08963171032959e-06,0.00144267383233057,0.784847865801861,0.999901117806217
"Rras2",5416.05946702099,-7.95679981779967e-06,0.00144265874016327,0.172663610294236,0.999901117806217
"Copb1",13361.9495236407,4.19925586302209e-06,0.00144254428114646,0.691544837081565,0.999901117806217
"Psma1",3474.35452797224,2.19667073396356e-06,0.00144264262896218,0.724794157988864,0.999901117806217
"4933406I18Rik",2.07956654300206,-6.08138232718056e-07,0.00144269450812685,0.359519709010446,0.999901117806217
"Pde3b",873.378222370074,-1.77120120391443e-06,0.00144264850049903,0.759930202156391,0.999901117806217
"Cyp2r1",114.351917522598,-2.89969540509707e-06,0.00144266495563192,0.501791600361012,0.999901117806217
"Calca",8.69747700239477,1.5844738278772e-07,0.00144269199116813,0.917196901422836,0.999901117806217
"Gm15500",173.719759047313,2.30000958946499e-06,0.00144267812797455,0.522927920683021,0.999901117806217
"Insc",189.793699049648,-2.9011656099794e-06,0.00144267032615522,0.503411361634114,0.999901117806217
"Sox6",104.436880887616,3.64238098587108e-06,0.00144267331781799,0.382775607506206,0.999901117806217
"Sox6os",1.91785453138923,-1.1710822421689e-07,0.00144269415288681,0.882392314155269,0.999901117806217
"1110004F10Rik",3313.7434586257,4.05177336283419e-06,0.0014426295489086,0.565097365176123,0.999901117806217
"Gm4353",17.1078883035866,2.00607542174087e-06,0.00144268685415256,0.429794460965663,0.999901117806217
"Plekha7",111.515317781699,2.5750173617548e-07,0.0014426649629567,0.95691938385345,0.999901117806217
"Rps13",6445.70478665328,5.65076247091288e-07,0.0014426708459996,0.895184786494123,0.999901117806217
"Gm44777",13.1200460128424,2.22762004732918e-06,0.0014426905816676,0.258672182643607,0.999901117806217
"Pik3c2a",2564.97296329047,-2.79401583093435e-06,0.0014426327252748,0.678969129783707,0.999901117806217
"Gm45033",3.40999955159605,1.18338354239756e-06,0.0014426940450381,0.219158097088018,0.999901117806217
"C430039J01Rik",2.74930747438042,-7.97676963413174e-07,0.00144269451093777,0.251442574916997,0.999901117806217
"AV356131",11.6392903262296,-1.15118854166497e-06,0.00144269048793075,0.53353788490926,0.999901117806217
"Nucb2",8493.68656777371,-1.1761825355265e-05,0.00144260078515073,0.202441693334798,0.999901117806217
"Gm45151",43.0691300251105,-3.00896171586339e-06,0.0014426796294688,0.389614766762372,0.999901117806217
"4732496C06Rik",124.832485122582,-5.00492339795039e-06,0.00144266743487804,0.297237768442266,0.999901117806217
"Gm4366",155.688442216758,2.59500851794242e-06,0.00144266663172245,0.575472525744945,0.999901117806217
"Xylt1",4784.95116124162,4.3894375372197e-06,0.00144265015814223,0.458300041955842,0.999901117806217
"Gm45153",11.8651256253903,-2.31576502391618e-07,0.00144269254645975,0.860606379195399,0.999901117806217
"Rps15a",7982.64558813215,-9.49173863014817e-07,0.00144267231715407,0.812818237623757,0.999901117806217
"Arl6ip1",5367.95321914741,-8.99340963831804e-05,0.0014440088751098,0.989671923970781,0.999901117806217
"Smg1",10677.3029180557,3.40032213748028e-06,0.00144265589693647,0.503843846526715,0.999901117806217
"Gm45084",13.8668713571668,-3.76956921187333e-07,0.0014426903663977,0.835869629116082,0.999901117806217
"Syt17",291.241656803179,-6.51472099860378e-06,0.00144264076510244,0.327925463358752,0.999901117806217
"Itpripl2",11963.4797829118,6.80697695624635e-07,0.0014426328107269,0.921256969649962,0.999901117806217
"Coq7",506.393033162602,4.54252974076512e-06,0.00144262354800635,0.537912263015674,0.999901117806217
"Tmc7",196.01501312294,-9.39881098363472e-09,0.00144264944642888,0.997434090809637,0.999901117806217
"B230311B06Rik",27.5830876400636,-1.41374616842903e-08,0.00144268874031395,0.992716849989932,0.999901117806217
"Tmc5",55.1999073270205,-3.61036493674005e-07,0.00144268032926887,0.93177820961876,0.999901117806217
"Gde1",3072.3013614323,-7.54436635975364e-06,0.00144258585295782,0.414828109129553,0.999901117806217
"Ccp110",1263.45062490119,5.65288345829515e-06,0.0014425913216824,0.525032526959745,0.999901117806217
"Vps35l",4307.9054163977,-1.85115858660284e-06,0.00144258399818021,0.835408134168978,0.999901117806217
"Gm44550",20.5391047849797,-1.4483417367128e-06,0.0014426873412366,0.546322621910441,0.999901117806217
"Knop1",2702.27980589181,-2.95239399264488e-06,0.00144255729309446,0.767361346286891,0.999901117806217
"Iqck",127.952687335974,-2.47666221043227e-06,0.00144267195394362,0.582409897525471,0.999901117806217
"Gprc5b",15199.1846994092,1.61260459999123e-06,0.00144263270890647,0.81241020984043,0.999901117806217
"Thumpd1",2143.0090072156,7.19734435112113e-07,0.00144259755612375,0.93280535903014,0.999901117806217
"Ppp1ccb",59.3897663095665,8.32137861692235e-06,0.00144268121860071,0.0594318692751786,0.999901117806217
"Eri2",406.282613393631,-2.39014797876614e-06,0.00144265049879919,0.675321555942249,0.999901117806217
"Rexo5",227.651251507614,-8.76482603455138e-06,0.00144266828765311,0.103169689960213,0.999901117806217
"Dcun1d3",1859.33874634811,2.80144273885118e-06,0.0014425626631132,0.776421285564556,0.999901117806217
"Lyrm1",184.636947233339,-9.2852947278974e-07,0.00144265951240916,0.853397367772926,0.999901117806217
"Dnah3",6.95048832215383,9.77848590126516e-07,0.00144269266081958,0.475500699760839,0.999901117806217
"Tmem159",2000.01376609443,-2.86699339963105e-06,0.00144263023548198,0.677049189042584,0.999901117806217
"Crym",11.3297601979644,1.66862226732302e-06,0.00144269332537243,0.191539839926453,0.999901117806217
"Gm9165",3.45506093034744,8.60621654757938e-07,0.00144269401943877,0.350081996095388,0.999901117806217
"Uqcrc2",3912.47303954595,5.19683925177827e-06,0.00144264354138836,0.415993615201007,0.999901117806217
"Pdzd9",4.54139000862988,4.86914635183008e-07,0.00144269335292029,0.663934486710624,0.999901117806217
"9030407P20Rik",106.45569661003,2.6374791707955e-06,0.00144265720815185,0.620064471502823,0.999901117806217
"Mosmo",2656.3805078057,1.04241476333067e-05,0.00144260900007545,0.231514027617187,0.999901117806217
"Vwa3a",62.557335139141,-4.23854436321716e-06,0.00144268077834118,0.380539656800838,0.999901117806217
"Eef2k",3619.86859471058,5.2460552506707e-07,0.0014426072178089,0.948703570954718,0.999901117806217
"Gm45047",6.21904186973219,2.83372715355542e-07,0.00144269291155446,0.822154031093513,0.999901117806217
"Polr3e",1711.55648847105,-3.38356875393283e-05,0.0014427940674858,0.748473973373978,0.999901117806217
"Cdr2",4617.56678261747,2.45229359111863e-06,0.00144264092950247,0.699022694786919,0.999901117806217
"Mfsd13b",16.4004811256677,-3.81148497663692e-06,0.00144269120853367,0.0762429948198543,0.999901117806217
"Gm9905",32.0666892509566,-6.86996910826447e-08,0.00144268351395025,0.979312108943862,0.999901117806217
"Mettl9",5109.22063023441,-2.58776349848477e-06,0.00144254392673272,0.80382077940006,0.999901117806217
"Gm45137",10.8420124730029,1.56380876837647e-06,0.00144269133118311,0.368973369636288,0.999901117806217
"Gm44901",19.2411192250013,2.6480655737566e-07,0.00144269106615879,0.87814952617913,0.999901117806217
"Igsf6",17.7888177722698,1.03493392534438e-06,0.00144268991555039,0.598072502521665,0.999901117806217
"Otoa",54.2101084263149,-4.94269813091949e-06,0.00144269143127969,0.0399645327306992,0.999901117806217
"Usp31",2111.36488553472,3.39279969335621e-06,0.00144264492230636,0.581742178816571,0.999901117806217
"1700069B07Rik",2.62092513084979,-5.83497674644291e-08,0.00144269403100335,0.944174322760936,0.999901117806217
"Scnn1b",14.0942902474685,8.57149476050151e-07,0.00144269501515868,0.0395766100532071,0.999901117806217
"Cog7",2390.10324573596,-1.88577126650585e-05,0.00144260790404226,0.068708024126559,0.999901117806217
"Gga2",6200.65314632544,8.75366068125887e-06,0.00144257627583972,0.370688521059436,0.999901117806217
"Ears2",519.462947574082,-1.01110086895553e-07,0.0014426495653383,0.984482227361313,0.999901117806217
"Ubfd1",4167.71188687588,4.66254653238956e-06,0.001442636904495,0.487041645907293,0.999901117806217
"Ndufab1",822.807913548869,-6.69505809196048e-05,0.00144338937104061,0.718045227016289,0.999901117806217
"Gm44986",2.05667396386376,-5.89500828042135e-07,0.00144269437182293,0.420818622598766,0.999901117806217
"Palb2",73.2312182331414,-1.96752751459255e-06,0.0014426719245445,0.633507304849117,0.999901117806217
"Dctn5",3860.71431168347,-3.82416822762453e-06,0.00144255333889089,0.706758286753116,0.999901117806217
"Plk1",191.004633485172,-4.25162000272412e-07,0.0014426712910465,0.916923730504899,0.999901117806217
"Chp2",58.2286425301756,-6.85439759922897e-07,0.00144268606157548,0.786790374989244,0.999901117806217
"Gm14388",6.41241115386527,2.02342179837149e-07,0.00144269244217321,0.884530259271745,0.999901117806217
"Rbbp6",6602.63402692507,9.30995631518321e-07,0.00144262372699981,0.898387047128981,0.999901117806217
"4930413G21Rik",4.23510268416534,6.80728343085636e-07,0.00144269297512878,0.586121460743068,0.999901117806217
"Gm20274",31.2908713360911,-3.21327502232878e-06,0.00144268669723354,0.234788293830198,0.999901117806217
"Gm45847",34.4050595998481,1.4973797677901e-06,0.00144268397263849,0.603788996438275,0.999901117806217
"Tnrc6a",7994.78561347845,4.36068916602813e-06,0.00144260589924234,0.803480343146875,0.999901117806217
"Arhgap17",4947.45815538675,2.58694587785658e-06,0.00144261977961023,0.728929784106826,0.999901117806217
"Lcmt1",843.07806631481,-5.67856816949531e-06,0.00144261008126187,0.481438099764714,0.999901117806217
"Zkscan2",4.93374569478708,1.8368913157104e-06,0.00144269411467352,0.0879078811107366,0.999901117806217
"Glud-ps",14.9300140756868,2.26991731933352e-06,0.00144268942398777,0.296579451431325,0.999901117806217
"4933440M02Rik",7.45671846244487,1.90053715483531e-06,0.00144269233845445,0.22477700421482,0.999901117806217
"Gm30717",27.2475931453413,2.22028658506124e-06,0.00144268470096602,0.436144859124643,0.999901117806217
"Kdm8",254.785910830991,-8.389144909152e-07,0.00144263948855837,0.893580508344677,0.999901117806217
"Nsmce1",866.528330908112,-2.49198975508346e-05,0.00144276733461247,0.606787991441742,0.999901117806217
"Il4ra",25218.196476503,2.16613418804289e-06,0.00144269024046639,0.288431272817626,0.999901117806217
"Il21r",4.39758505088966,8.93867080749593e-07,0.00144269370738721,0.389406748254179,0.999901117806217
"Gtf3c1",5987.06633313162,-2.26528078922398e-06,0.0014425895287698,0.794972396433327,0.999901117806217
"Katnip",2080.60383987232,3.1857655987518e-06,0.00144259379512984,0.712763851131136,0.999901117806217
"Xpo6",5337.17138021324,5.37663156191639e-06,0.00144263872666174,0.420309360706604,0.999901117806217
"Sbk1",1083.56560799287,-2.09988088895766e-05,0.00144264656746145,0.380714029526585,0.999901117806217
"Lat",2.18682065677804,1.20522096905392e-06,0.00144269473982358,0.0763328609835029,0.999901117806217
"Spns1",2629.68823973138,3.29047411856046e-06,0.0014425708592997,0.730931216937738,0.999901117806217
"Nfatc2ip",506.309185603803,7.45386351457382e-06,0.00144262398784853,0.329447328634368,0.999901117806217
"Rabep2",1478.42907354218,-6.55586412402173e-06,0.00144255366417967,0.526211208290994,0.999901117806217
"Atp2a1",159.649485719853,-8.66921090098727e-06,0.00144268396468566,0.038167576409498,0.999901117806217
"Sh2b1",4838.55202440728,8.89057195704705e-06,0.00144258029039542,0.356520967947863,0.999901117806217
"Tufm",1383.7570121662,2.65944330664648e-06,0.0014426313640636,0.698855951751024,0.999901117806217
"Atxn2l",11945.8779847008,6.90382187822563e-06,0.00144265182346015,0.258508903366234,0.999901117806217
"Eif3c",14060.5886038203,-5.805033982324e-06,0.00144259090861186,0.513509234049985,0.999901117806217
"Cln3",799.706513427958,-9.23182250642985e-06,0.00144262927112647,0.225401028592032,0.999901117806217
"Apobr",688.440420455511,-8.22667802191044e-06,0.00144262129090078,0.15155998933812,0.999901117806217
"Nupr1",10304.5608172156,2.75558579061099e-07,0.0014426260502503,0.756314285082247,0.999901117806217
"2510046G10Rik",15.1362736167447,-2.26696299421936e-06,0.00144268958166721,0.288367239975875,0.999901117806217
"Sgf29",603.014899108622,2.43529068648098e-06,0.00144264577777743,0.687266537175007,0.999901117806217
"Sult1a1",286.155838860391,-2.40264820945956e-06,0.00144267891571998,0.492787427094635,0.999901117806217
"Gm6939",6.62236163181375,-4.8337447298611e-07,0.00144269227706525,0.733134093303857,0.999901117806217
"Slx1b",464.062439068184,-5.84161514855917e-06,0.00144262459033251,0.430576272615806,0.999901117806217
"Bola2",716.453565913818,-1.04927136759859e-06,0.00144267315113594,0.790590098265171,0.999901117806217
"Coro1a",72.8728387322767,5.10719328136051e-06,0.00144268778747186,0.081722591034845,0.999901117806217
"Mapk3",7801.11900192971,-0.000388746983126348,0.00147047515049582,0.759294702646259,0.999901117806217
"Gdpd3",49.9820442550784,9.73413950733145e-07,0.00144267808870342,0.783013370057195,0.999901117806217
"Gm9967",3.31017543869345,-4.46217874022807e-07,0.00144269354720526,0.667498637127402,0.999901117806217
"Ypel3",6878.49466580666,-2.37435519552017e-06,0.00144260283927956,0.770790962340052,0.999901117806217
"Tbx6",176.602086786951,9.88973778398033e-06,0.00144267580563888,0.0535634542477878,0.999901117806217
"Ppp4c",3971.9512447535,-1.32063481666386e-05,0.00144265218481446,0.911876267118045,0.999901117806217
"Tlcd3b",19.7280635500654,-9.87684768413573e-07,0.00144268875134822,0.645148174526945,0.999901117806217
"Doc2a",2.26565923941833,-1.05154232465928e-06,0.00144269450789765,0.155014886225865,0.999901117806217
"Ino80e",2701.32031110193,4.65843995755015e-06,0.00144259333415065,0.594362886436357,0.999901117806217
"Hirip3",635.415052669128,1.91800798907011e-06,0.00144263119691709,0.779698785502004,0.999901117806217
"Taok2",7089.639656239,3.51136779843624e-05,0.00144279301026016,0.57631183913444,0.999901117806217
"Tmem219",1469.96388840571,-2.18843206351308e-06,0.00144260482825841,0.786067157771494,0.999901117806217
"Kctd13",693.759378922169,-7.10891845371573e-06,0.00144262987621256,0.329655486698439,0.999901117806217
"Asphd1",2.97451716168902,1.20785892572395e-06,0.00144269407989178,0.204521460699822,0.999901117806217
"Sez6l2",33.374296042176,-2.01377166411125e-06,0.00144268055506314,0.542161448926377,0.999901117806217
"Cdiptos",51.2105156070976,-2.64997472370126e-06,0.00144268375085183,0.376159369212733,0.999901117806217
"Cdipt",4312.3868239006,7.82135353200972e-06,0.0014426124872281,0.78535652415896,0.999901117806217
"Mvp",11631.0217925428,-8.02560242254626e-06,0.00144264829213401,0.213913736163471,0.999901117806217
"Gm42742",4.29845593938623,-1.4712770348846e-06,0.0014426937627343,0.180294771927168,0.999901117806217
"Prrt2",36.9819784240349,-2.68874581712417e-06,0.00144269040225181,0.365088692153179,0.999901117806217
"Maz",10943.1641295407,2.0744167603303e-06,0.00144260897772131,0.794535737140951,0.999901117806217
"Kif22",194.132939813312,-3.32240031448424e-06,0.00144265956747194,0.521648776627323,0.999901117806217
"Gm31749",3.56697694194327,-8.86768993637982e-08,0.00144269363237826,0.928438494936017,0.999901117806217
"AI467606",31.5635831385612,-1.63991245419557e-06,0.0014426857708994,0.535045458853851,0.999901117806217
"Qprt",1008.97684178057,3.00898484222472e-06,0.00144262613952478,0.674166110003356,0.999901117806217
"Gm18561",2.39996768333306,2.19358943767933e-07,0.00144269396054305,0.806184767319363,0.999901117806217
"Cd2bp2",3536.29585972287,-6.40898073280823e-07,0.00144257576090391,0.94380709017673,0.999901117806217
"Tbc1d10b",3179.29296475092,9.4762020684964e-07,0.00144261096811937,0.904554717394389,0.999901117806217
"Mylpf",71.0276760073807,-6.73422406867088e-06,0.00144268668446932,0.0496182477621157,0.999901117806217
"Septin1",258.49120625109,-8.14499923701181e-06,0.00144266021220931,0.158596280171459,0.999901117806217
"Zfp553",532.233987349633,5.81319494150508e-06,0.00144264281526374,0.370250771880637,0.999901117806217
"Zfp771",1754.29047275087,-1.44291443425966e-06,0.00144263194514362,0.829566876907315,0.999901117806217
"Dctpp1",300.987866322476,3.49235950736584e-06,0.00144267307995492,0.403521109081972,0.999901117806217
"Sephs2",645.198055628103,-3.94974122806219e-06,0.00144263810544225,0.546338454287895,0.999901117806217
"Gm17511",3.37198149349696,4.78127198604184e-07,0.00144269346025416,0.65846358852515,0.999901117806217
"Itgal",59.7693486583098,4.14103806798915e-06,0.00144268652019545,0.152130828775365,0.999901117806217
"Zfp768",880.836057940289,-4.44900805651671e-06,0.00144261157784876,0.573287055046232,0.999901117806217
"Zfp747",375.947952220103,2.50786924527457e-06,0.00144263986599714,0.694907878026903,0.999901117806217
"9130019O22Rik",113.712459318505,-4.30437825172125e-06,0.001442658775836,0.419513564068778,0.999901117806217
"E430018J23Rik",214.587437491736,1.93699768694386e-06,0.00144265679756277,0.715846243263908,0.999901117806217
"Zfp764",323.692606758721,2.45733829921375e-06,0.00144260893124513,0.539701331814273,0.999901117806217
"Zfp688",239.78756981241,-4.83383623589382e-06,0.00144266441226587,0.332970418837385,0.999901117806217
"Zfp689",170.302710490222,-5.35144722795933e-06,0.00144264619338276,0.389624943315642,0.999901117806217
"B130055M24Rik",218.150543712774,3.26067237578575e-08,0.00144266777491975,0.995666014196646,0.999901117806217
"Gm45110",56.4824273396448,-1.9087583766215e-06,0.00144267431436806,0.62548064050775,0.999901117806217
"Prr14",3638.90267779606,2.79531369356656e-06,0.00144259110700977,0.74967358197725,0.999901117806217
"Fbrs",6134.5604787802,8.66837211519854e-06,0.00144264082528341,0.21432339336462,0.999901117806217
"1700008J07Rik",130.101918155291,-5.16742261139049e-06,0.00144265923760188,0.338178212227194,0.999901117806217
"Srcap",445.079306700301,-7.02216896423183e-06,0.00144262777112502,0.341869102890245,0.999901117806217
"Gm42715",56.3826626923493,-8.2505699279361e-06,0.00144268982072285,0.172592578155629,0.999901117806217
"Snora30",10.8288791212314,1.17117936927145e-07,0.00144269083864619,0.948077790223381,0.999901117806217
"Phkg2",1603.49530858066,-6.23053778729118e-05,0.00144328682379217,0.689608514497797,0.999901117806217
"Ccdc189",122.902661642602,-1.65699569450359e-06,0.00144266092419981,0.738840190376249,0.999901117806217
"Rnf40",4375.78624139946,-5.50454454857987e-06,0.0014426109145342,0.518457000180484,0.999901117806217
"Zfp629",901.110389904939,-4.9693411430504e-07,0.00144263717907023,0.536716288138875,0.999901117806217
"Gm44760",3.2232916058478,1.35174131274291e-06,0.00144269408980912,0.16421389215085,0.999901117806217
"Bcl7c",3524.29000183162,5.23437676440252e-07,0.0014426050843593,0.949863950324691,0.999901117806217
"Gm39090",156.56361728636,-4.48083551695527e-06,0.00144266390062662,0.369308446367184,0.999901117806217
"Mir762",22.8427007524377,-1.3261993773662e-06,0.00144268978041525,0.506361413707254,0.999901117806217
"Ctf1",78.9420068313592,1.28906341825317e-06,0.00144267011453626,0.763841005150195,0.999901117806217
"Fbxl19",2316.84383802667,3.99509355832268e-06,0.00144262131438859,0.591699981803005,0.999901117806217
"Orai3",2110.84869761072,3.94062642850061e-06,0.00144257995977348,0.669949535885755,0.999901117806217
"Setd1a",1456.74630557221,4.88589390204056e-06,0.00144263985836766,0.456419251900869,0.999901117806217
"9430064I24Rik",41.1696401220441,1.0181406521886e-06,0.00144268445231039,0.716592193577909,0.999901117806217
"Hsd3b7",161.138330419216,-1.66482571715845e-06,0.00144264399606647,0.783743893173905,0.999901117806217
"Stx1b",482.522473291352,-6.28412874828295e-06,0.00144264183025568,0.339169002049786,0.999901117806217
"Stx4a",6029.76900314939,-8.51838698025852e-06,0.00144260954699796,0.345342320013091,0.999901117806217
"Zfp668",468.358401390578,4.49127034303083e-06,0.00144265064045355,0.689849983390002,0.999901117806217
"Zfp646",3041.70614529496,3.31556372315745e-06,0.00144263132064818,0.63128882017779,0.999901117806217
"Prss53",41.891391950227,-1.28990153894921e-06,0.00144267921078974,0.703546572795237,0.999901117806217
"Vkorc1",354.98846310496,-6.36983132398665e-06,0.0014426752983847,0.147217116088664,0.999901117806217
"Bckdk",2452.14229418167,-2.58406632759326e-06,0.00144252593235643,0.814740026470603,0.999901117806217
"Kat8",736.296227495833,7.74879727392536e-06,0.00144262885287497,0.298063198842258,0.999901117806217
"Prss36",256.651691277709,4.5185746199296e-06,0.00144264005522182,0.487713588153551,0.999901117806217
"Fus",27189.6307310552,-7.84855794680583e-07,0.00144253359031349,0.941379784013586,0.999901117806217
"Pycard",704.204166086876,3.00175194307282e-07,0.00144264805670809,0.967075058795818,0.999901117806217
"Gm45205",60.9006016620473,-5.11113217863078e-06,0.00144268410733783,0.125903920119884,0.999901117806217
"Itgam",32.6420444647521,2.89269867111138e-06,0.00144269232297057,0.100254520467356,0.999901117806217
"Itgax",102.071407417437,1.93910094904696e-06,0.00144269377687091,0.111189070957627,0.999901117806217
"Cox6a2",7.11636983550311,-2.86838260545146e-06,0.00144269398008283,0.0360097711677822,0.999901117806217
"9130023H24Rik",262.301116359596,-5.96835221346464e-06,0.00144265377881965,0.318299336122714,0.999901117806217
"Armc5",2348.09466856161,-3.79116115164902e-06,0.00144260270535733,0.64550780397925,0.999901117806217
"Tgfb1i1",7187.21360764631,-9.54565694067511e-06,0.00144264318080954,0.171523767858636,0.999901117806217
"Slc5a2",6.72739375176899,2.8882268554484e-07,0.00144269238873528,0.836795114721254,0.999901117806217
"Rusf1",2584.46990348574,-3.97957196583163e-06,0.00144259252832798,0.646868721312361,0.999901117806217
"Rgs10",843.316215884606,-5.22517122979717e-07,0.00144265040518355,0.925149414730006,0.999901117806217
"Gm15503",5.94199927789692,-6.21101198922415e-07,0.00144269305956533,0.608484638574661,0.999901117806217
"Tial1",5186.60907521952,1.27836701660545e-05,0.00144256508377391,0.232184882128603,0.999901117806217
"Bag3",21970.6128169267,-3.99956732686525e-05,0.00144291040165849,0.592095404727452,0.999901117806217
"2610306O10Rik",176.275928738889,6.66670743681858e-06,0.00144266420442646,0.997752485996416,0.999901117806217
"Inpp5f",1553.02633931059,-3.12755843619522e-05,0.00144275523074623,0.733117381468983,0.999901117806217
"Gm16044",2.67063158909044,7.29991860707932e-07,0.00144269395892606,0.433458054928008,0.999901117806217
"Mcmbp",3354.89476847867,-1.82771471949895e-05,0.00144264691580706,0.701485953075398,0.999901117806217
"Gm44672",12.9901622717803,-1.4294640874297e-06,0.00144269102871316,0.420161866844682,0.999901117806217
"Sec23ip",6468.80664628132,1.13499282305124e-06,0.00144262361757887,0.876106231577341,0.999901117806217
"Wdr11",3092.4653330316,-2.43286814340947e-06,0.00144259451789199,0.775136419937839,0.999901117806217
"Fgfr2",449.791188853421,8.54966266661154e-06,0.00144267831410301,0.0644678638019468,0.999901117806217
"Gm5903",8.27637833457083,-2.30734382980406e-07,0.00144269192672155,0.876555338565883,0.999901117806217
"Ate1",2414.08328206751,1.15090507134814e-06,0.00144258977436128,0.896182989460645,0.999901117806217
"Gm4275",2.9281339862676,-1.83208606380323e-07,0.00144269383573069,0.843943299307019,0.999901117806217
